CT,SAV,PAV,POP,PCT_PAV,PCT_SAV,RIDESHARE,ADULTS,PCT_PAV1,PCT_SAV1
48453001782,319,705,5402,0.13050722,0.059052203,293,4135,0.170495768,0.077146312
48453001783,527,688,5406,0.127266001,0.097484277,515,4072,0.168958743,0.129420432
48453001784,626,839,6007,0.139670385,0.104211753,564,4237,0.198017465,0.147746047
48453001785,805,867,4946,0.175293166,0.162757784,710,4112,0.210846304,0.195768482
48453001786,765,1013,5283,0.191747113,0.144804089,715,4434,0.228461885,0.172530447
48453001804,640,1079,6970,0.154806313,0.091822095,581,5399,0.199851824,0.11854047
48453001805,311,629,4911,0.128079821,0.063327225,320,3911,0.160828433,0.079519305
48453001806,406,757,7137,0.106066975,0.056886647,304,5395,0.140315107,0.075254866
48453001811,258,427,3626,0.117760618,0.071152785,264,2737,0.15601023,0.094263792
48453001812,448,709,7920,0.089520202,0.056565657,419,6097,0.116286698,0.07347876
48453001813,364,739,7236,0.102128248,0.050304035,283,5090,0.14518664,0.07151277
48453001817,684,589,3982,0.14791562,0.171772978,670,3608,0.163248337,0.189578714
48453001818,522,894,6166,0.144988647,0.084657801,485,4572,0.195538058,0.114173228
48453001819,273,315,4193,0.075125209,0.065108514,273,3014,0.104512276,0.090577306
48453001820,471,1097,7425,0.147744108,0.063434343,376,5590,0.196243292,0.084257603
48453001821,542,739,5988,0.123413494,0.090514362,448,4731,0.156203762,0.114563517
48453001822,499,728,7167,0.101576671,0.069624669,467,5454,0.133480015,0.091492483
48453001823,286,974,7492,0.130005339,0.038174052,220,5376,0.181175595,0.053199405
48453001824,200,225,1704,0.132042254,0.117370892,178,1507,0.149303251,0.132714001
48453001826,305,513,2622,0.195652174,0.116323417,260,2168,0.236623616,0.140682657
48453001828,497,616,4134,0.149008224,0.120222545,467,3422,0.180011689,0.145236704
48453001829,422,391,2428,0.161037891,0.173805601,386,2152,0.18169145,0.196096654
48453001832,281,366,2872,0.127437326,0.097841226,213,2433,0.150431566,0.115495273
48453001833,610,1142,9379,0.121761382,0.065038917,459,7383,0.15467967,0.08262224
48453001834,1078,1798,10374,0.17331791,0.10391363,873,8343,0.215510008,0.129210116
48453001835,587,975,6408,0.152153558,0.091604245,526,5245,0.185891325,0.111916111
48453001839,962,1399,7969,0.175555277,0.120717781,778,6801,0.205705043,0.141449787
48453001840,836,1544,11718,0.1317631,0.071343233,648,8984,0.171861086,0.093054319
48453001841,1275,2026,17164,0.118037753,0.074283384,1010,13429,0.150867526,0.094943778
48453001842,869,1697,11597,0.146330948,0.074933172,685,8378,0.202554309,0.103724039
48453001843,228,322,2523,0.127625842,0.090368609,180,2154,0.149489322,0.105849582
48453001844,431,476,3620,0.131491713,0.119060773,378,2911,0.163517692,0.148059086
48453001845,426,454,2970,0.152861953,0.143434343,379,2473,0.183582693,0.172260412
48453001846,228,287,2470,0.116194332,0.092307692,220,2072,0.138513514,0.11003861
48453001847,930,1089,6895,0.157940537,0.134880348,792,5916,0.184077079,0.157200811
48453001848,525,854,5031,0.169747565,0.104353011,448,4377,0.195110806,0.119945168
48453001849,1500,1346,6914,0.194677466,0.216951114,1362,6379,0.21100486,0.235146575
48453001850,622,708,3946,0.1794222,0.157627978,537,3427,0.206594689,0.181499854
48453001851,1159,1920,9806,0.195798491,0.118192943,878,7925,0.242271293,0.146246057
48453001853,398,532,3351,0.15875858,0.118770516,313,2758,0.192893401,0.144307469
48453001854,415,879,6763,0.129971906,0.0613633,320,4711,0.186584589,0.0880917
48453001855,1748,2803,17819,0.157304001,0.098097536,1286,14197,0.197436078,0.123124604
48453001856,544,1295,8421,0.153782211,0.064600404,447,6277,0.206308746,0.086665605
48453001857,812,1094,6723,0.162724974,0.120779414,662,5088,0.215015723,0.159591195
48453001858,2220,3429,21972,0.156062261,0.101037684,1818,16510,0.207692308,0.134463961
48453001859,251,416,2260,0.184070796,0.111061947,186,1810,0.229834254,0.138674033
48453001860,403,647,4464,0.144937276,0.090277778,346,3294,0.196417729,0.122343655
48453001861,443,736,5069,0.145196291,0.087393963,338,3904,0.18852459,0.113473361
48453001862,509,984,6366,0.154571159,0.079956016,385,4923,0.199878123,0.103392241
48453001863,262,587,3474,0.168969488,0.075417386,161,2819,0.208229869,0.092940759
48453001864,550,643,2826,0.227530078,0.194621373,481,2339,0.274903805,0.235143224
48453001901,1127,1100,5641,0.195000886,0.199787272,1062,4751,0.231530204,0.237213218
48453001908,1227,1220,9583,0.127308776,0.128039236,1165,7272,0.167766777,0.168729373
48453001910,583,651,4621,0.140878598,0.126163168,552,3746,0.173785371,0.155632675
48453001911,860,772,3141,0.245781598,0.273798153,843,2882,0.267869535,0.298403886
48453001912,458,581,3918,0.148289944,0.116896376,407,3271,0.177621522,0.140018343
48453001913,485,621,4895,0.126864147,0.099080695,416,3695,0.168064953,0.131258457
48453001914,1047,1121,6426,0.174447557,0.162931839,934,5403,0.207477327,0.193781233
48453001915,206,212,1687,0.125666864,0.122110255,191,1445,0.146712803,0.142560554
48453001916,308,428,3131,0.136697541,0.098371127,282,2273,0.188297404,0.13550374
48453001917,640,749,4978,0.150462033,0.128565689,590,3740,0.20026738,0.171122995
48453001918,229,254,2536,0.100157729,0.090299685,252,2067,0.122883406,0.110788582
48453001919,508,533,3809,0.139931741,0.133368338,493,2886,0.184684685,0.176022176
48453002002,344,420,3334,0.125974805,0.103179364,311,2847,0.147523709,0.120828943
48453002003,318,348,4061,0.085693179,0.078305836,315,3120,0.111538462,0.101923077
48453002004,636,563,2457,0.229141229,0.258852259,595,2346,0.23998295,0.271099744
48453002005,868,871,5446,0.159933896,0.159383033,869,4420,0.197058824,0.19638009
48453002104,288,398,3618,0.110005528,0.07960199,268,2640,0.150757576,0.109090909
48453002105,481,754,4962,0.151954857,0.096936719,405,4249,0.177453518,0.113203107
48453002106,312,401,2906,0.137990365,0.107364074,247,2392,0.16764214,0.130434783
48453002107,307,534,4538,0.117672984,0.067650948,271,3526,0.151446398,0.087067499
48453002108,248,520,3806,0.136626379,0.065160273,186,2976,0.174731183,0.083333333
48453002109,287,761,3894,0.195428865,0.073703133,234,3567,0.213344547,0.08045977
48453002110,213,608,4540,0.133920705,0.0469163,163,3752,0.162046908,0.056769723
48453002111,381,728,5586,0.130325815,0.06820623,342,4425,0.164519774,0.086101695
48453002112,320,669,5203,0.128579666,0.061502979,259,3710,0.18032345,0.086253369
48453002113,331,456,3608,0.126385809,0.091740576,288,3025,0.150743802,0.109421488
48453002201,85,198,2076,0.095375723,0.040944123,57,1540,0.128571429,0.055194805
48453002202,321,694,9314,0.074511488,0.034464247,196,6114,0.113509977,0.052502453
48453002207,566,1231,9529,0.129184594,0.059397628,433,6906,0.178250796,0.081957718
48453002208,364,816,8478,0.096249115,0.042934654,275,6325,0.129011858,0.057549407
48453002209,670,1482,10065,0.147242921,0.066567312,470,7160,0.20698324,0.093575419
48453002210,258,501,3900,0.128461538,0.066153846,187,2982,0.168008048,0.086519115
48453002211,214,508,2885,0.176083189,0.074176776,180,2241,0.226684516,0.095493083
48453002212,50,183,1043,0.175455417,0.047938639,44,779,0.23491656,0.064184852
48453002304,739,612,3657,0.167350287,0.202078206,711,3281,0.186528497,0.225236208
48453002307,653,805,5849,0.137630364,0.111643016,596,4950,0.162626263,0.131919192
48453002308,903,866,6851,0.126404904,0.131805576,823,5996,0.14442962,0.1506004
48453002310,126,282,3224,0.087468983,0.039081886,110,2199,0.128240109,0.057298772
48453002312,380,760,8705,0.087306146,0.043653073,358,6250,0.1216,0.0608
48453002313,425,581,4388,0.132406563,0.096855059,345,3494,0.16628506,0.121637092
48453002314,542,656,5112,0.128325509,0.106025039,463,4370,0.150114416,0.12402746
48453002315,256,266,3134,0.084875558,0.081684748,226,2730,0.097435897,0.093772894
48453002316,513,649,4944,0.131270227,0.103762136,494,4004,0.162087912,0.128121878
48453002317,369,512,5931,0.086326083,0.062215478,355,5625,0.091022222,0.0656
48453002318,626,759,8671,0.087533156,0.072194672,543,7693,0.09866112,0.081372676
48453002319,4,8,2147,0.003726129,0.001863065,4,2147,0.003726129,0.001863065
48453002402,1254,1360,8464,0.160680529,0.1481569,1089,7468,0.182110337,0.167916443
48453002403,329,336,2764,0.121562952,0.119030391,273,2288,0.146853147,0.143793706
48453002407,655,794,5781,0.13734648,0.113302197,508,4945,0.160566229,0.132457027
48453002409,411,437,3530,0.123796034,0.116430595,357,2992,0.14605615,0.13736631
48453002410,397,400,4253,0.094051258,0.093345874,345,3546,0.112803158,0.111957135
48453002411,343,806,6828,0.118043351,0.050234329,250,5052,0.159540776,0.067893903
48453002412,275,585,6083,0.096169653,0.045207957,203,4776,0.122487437,0.057579564
48453002413,201,389,4955,0.078506559,0.040565086,149,3216,0.120957711,0.0625
48453002419,354,552,4773,0.115650534,0.07416719,259,3639,0.151690025,0.097279472
48453002421,1442,1668,10292,0.162067625,0.140108822,1258,8394,0.198713367,0.171789373
48453002422,686,816,5998,0.136045348,0.114371457,509,5178,0.157589803,0.132483584
48453002423,912,951,5705,0.166695881,0.159859772,759,4881,0.194837124,0.186846958
48453002424,417,462,3945,0.117110266,0.105703422,381,3383,0.136565179,0.123263376
48453002425,485,614,3449,0.178022615,0.14062047,419,2817,0.217962371,0.172168974
48453002426,721,1483,11174,0.132718812,0.06452479,539,8270,0.179322854,0.087182588
48453002427,541,739,8517,0.086767641,0.063520019,435,6147,0.120221246,0.088010412
48453002428,893,1048,7337,0.142837672,0.121711871,777,6104,0.171690695,0.14629751
48453002429,155,171,1589,0.107614852,0.097545626,118,1080,0.158333333,0.143518519
48453002430,165,215,3203,0.067124571,0.051514205,155,2370,0.0907173,0.069620253
48453002431,577,932,8803,0.105872998,0.065545837,481,6306,0.14779575,0.091500159
48453002432,118,278,2669,0.104158861,0.044211315,95,2150,0.129302326,0.054883721
48453002433,366,1084,8706,0.124511831,0.042039972,335,5935,0.182645324,0.061668071
48453002434,106,135,1724,0.078306265,0.061484919,86,1311,0.102974828,0.08085431
48453002435,440,959,8462,0.113330182,0.051997164,326,6580,0.145744681,0.066869301
48453002436,126,283,2851,0.099263416,0.044195019,103,2282,0.124014023,0.055214724
48453002500,1001,1029,5518,0.186480609,0.181406307,946,4737,0.217226092,0.211315178
